[INFO|utils|numexpr.utils|L160] - 2024-06-14 20:49:18  ->  NumExpr defaulting to 4 threads.
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing save_to_csv on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:28  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:28  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:28  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L313] - 2024-06-14 20:49:28  ->  Tag was not find
[DEBUG|beautiful_crawler|WEB_SCRAPER|L314] - 2024-06-14 20:49:28  ->  Moving on!
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:28  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:28  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_title on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:28  ->  Parsing data
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_rating on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:28  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing save_to_csv on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_price on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:28  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of save_to_csv on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing clean_link on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:28  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:28  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:28  ->  Executing save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L400] - 2024-06-14 20:49:28  ->  going to next page
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:28  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:28  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:28  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:28  ->  getting next page tag
[INFO|beautiful_crawler|WEB_SCRAPER|L400] - 2024-06-14 20:49:28  ->  going to next page
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:30  ->  Getting page: https://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:30  ->  Getting page: https://books.toscrape.com/catalogue/category/books/historical-fiction_4/page-2.html
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:30  ->  Getting page: https://books.toscrape.com/catalogue/category/books/mystery_3/page-2.html
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:30  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/sequential-art_5/index.html HTTP/1.1" 200 None
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:31  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/historical-fiction_4/page-2.html HTTP/1.1" 200 None
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:31  ->  Parsing data
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:31  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/mystery_3/page-2.html HTTP/1.1" 200 None
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:31  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing save_to_csv on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:31  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:31  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:31  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L313] - 2024-06-14 20:49:31  ->  Tag was not find
[DEBUG|beautiful_crawler|WEB_SCRAPER|L314] - 2024-06-14 20:49:31  ->  Moving on!
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:31  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:31  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing save_to_csv on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:31  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:31  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:31  ->  getting next page tag
[INFO|beautiful_crawler|WEB_SCRAPER|L400] - 2024-06-14 20:49:31  ->  going to next page
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:31  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:31  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:31  ->  Executing save_to_csv on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:31  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:31  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:31  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:31  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L313] - 2024-06-14 20:49:31  ->  Tag was not find
[DEBUG|beautiful_crawler|WEB_SCRAPER|L314] - 2024-06-14 20:49:31  ->  Moving on!
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:33  ->  Getting page: https://books.toscrape.com/catalogue/category/books/classics_6/index.html
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:33  ->  Getting page: https://books.toscrape.com/catalogue/category/books/sequential-art_5/page-2.html
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:33  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/classics_6/index.html HTTP/1.1" 200 None
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:33  ->  Getting page: https://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:33  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/sequential-art_5/page-2.html HTTP/1.1" 200 None
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:33  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/philosophy_7/index.html HTTP/1.1" 200 None
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:33  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:33  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:33  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:33  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:33  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:33  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:33  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:33  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:33  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:33  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:33  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:33  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:33  ->  Executing save_to_csv on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:33  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:33  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:33  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:33  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L313] - 2024-06-14 20:49:33  ->  Tag was not find
[DEBUG|beautiful_crawler|WEB_SCRAPER|L314] - 2024-06-14 20:49:33  ->  Moving on!
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:33  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:34  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:34  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:34  ->  beginning pipeline
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:34  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of save_to_csv on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of remove_nulls on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:34  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:34  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_title on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L400] - 2024-06-14 20:49:34  ->  going to next page
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:34  ->  Executing save_to_csv on dataset
[INFO|pipeline_funcs|WEB_SCRAPER|L153] - 2024-06-14 20:49:34  ->  Output/BookScrape.csv saved Successfully!
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:34  ->  Finished execution of save_to_csv on dataset
[INFO|beautiful_crawler|WEB_SCRAPER|L463] - 2024-06-14 20:49:34  ->  Pipeline process complete
[DEBUG|beautiful_crawler|WEB_SCRAPER|L389] - 2024-06-14 20:49:34  ->  getting next page tag
[DEBUG|beautiful_crawler|WEB_SCRAPER|L313] - 2024-06-14 20:49:34  ->  Tag was not find
[DEBUG|beautiful_crawler|WEB_SCRAPER|L314] - 2024-06-14 20:49:34  ->  Moving on!
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:35  ->  Getting page: https://books.toscrape.com/catalogue/category/books/romance_8/index.html
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:36  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/romance_8/index.html HTTP/1.1" 200 None
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:36  ->  Getting page: https://books.toscrape.com/catalogue/category/books/sequential-art_5/page-3.html
[INFO|beautiful_crawler|WEB_SCRAPER|L135] - 2024-06-14 20:49:36  ->  Getting page: https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:36  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/sequential-art_5/page-3.html HTTP/1.1" 200 None
[INFO|beautiful_crawler|WEB_SCRAPER|L330] - 2024-06-14 20:49:36  ->  Parsing data
[INFO|beautiful_crawler|WEB_SCRAPER|L438] - 2024-06-14 20:49:36  ->  beginning pipeline
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:36  ->  Executing remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:36  ->  Finished execution of remove_nulls on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:36  ->  Executing clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:36  ->  Finished execution of clean_title on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:36  ->  Executing clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:36  ->  Finished execution of clean_rating on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:36  ->  Executing clean_price on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:36  ->  Finished execution of clean_price on dataset
[DEBUG|connectionpool|urllib3.connectionpool|L474] - 2024-06-14 20:49:36  ->  https://books.toscrape.com:443 "GET /catalogue/category/books/womens-fiction_9/index.html HTTP/1.1" 200 None
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:36  ->  Executing clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L457] - 2024-06-14 20:49:36  ->  Finished execution of clean_link on dataset
[DEBUG|beautiful_crawler|WEB_SCRAPER|L455] - 2024-06-14 20:49:36  ->  Executing save_to_csv on dataset
